,V,A,D,text
1552,0.5,0.4,0.5,"They are ruled by the cabildo, local governing boards formed of community leaders (Gow and Rappaport 2002: 51-52)."
1553,0.5,0.5,0.5,The return to customary law reflects a substantial shift in indigenous identity:
1554,0.5,0.5,0.55,"no longer ruled by Western laws and discourse, communities are forced to assess the efficacy of their old judicial systems in light of the modern era."
1555,0.5,0.5,0.5,In turn communal identity can be formed around a language; it is used as the focal point around which the group gathers.
1556,0.5,0.30000000000000004,0.55,"The oral nature of jurisprudence directly conflicts with the desire of the Colombian government to codify law, and questions of human rights violations are common as punishments are often corporal in nature (Gow and Rappaport 2002: 57-58)."
1557,0.35,0.55,0.44999999999999996,The Colombian constitution stands in stark contrast to the failure of the Guatemalan indigenous rights referendum of 1999.
1558,0.5,0.44999999999999996,0.5,Mayans gained formal recognition in 1995 as the majority population in a precursor to the 1996 peace accord; by 1999 its government floated a referendum on an indigenous bill of rights resembling that codified in the Colombian constitution (Warren 2002: 157-158).
1559,0.44999999999999996,0.5,0.44999999999999996,"The terrorists could strike any time they choose, through any of the numerous loopholes so well reported in our media."
1560,0.5,0.55,0.5,"This website and everything on it is in the Public Domain, so you may use it freely, even without attribution."
1561,0.4,0.6,0.55,"But they have chosen not to attack, perhaps because they are waiting to produce an effect even greater than the 9/11 attacks, so they do not appear to be losing strength."
1562,0.5,0.5,0.44999999999999996,What could be more spectacular than the 9/11 attacks?
1563,0.4,0.8,0.65,Nuclear!
1564,0.4,0.65,0.4,Or massive bio-chemical attack!
1565,0.5,0.44999999999999996,0.55,And I think this is what they are waiting for.
1566,0.30000000000000004,0.55,0.4,"All of our frantic preparations may have had some effect in preventing small-time casual attacks, but they cannot stop a serious planned attack, any more than a mere door lock can stop a serious robber who really wants to get into your house."
1567,0.5,0.5,0.4,"So the Bush administration can keep claiming that we are safer now, under their policies."
1568,0.44999999999999996,0.6,0.55,"But this claim is merely feel-good propaganda, intended to keep the neo-cons in power."
1569,0.35,0.6,0.65,It cannot withstand clear-headed scrutiny.
1570,0.15000000000000002,0.5,0.5,"The fact is, Bush policies have failed completely even to diminish terrorism, much less defeat it."
1571,0.2,0.65,0.5,"By trying to ""stamp out"" terrorism by killing terrorists, Bush and Israel have made things infinitely worse for us: more dangerous, not safer."
1572,0.44999999999999996,0.5,0.5,"And proof that Bush has failed may come at any moment, explosively, with one big successful attack here in the USA."
1573,0.5,0.55,0.5,"BACKGROUND , September 11, 2004"
1574,0.35,0.65,0.25,May God help us all.
1575,0.30000000000000004,0.65,0.44999999999999996,WHAT IS TERRORISM?
1576,0.5,0.55,0.5,"TERRORISM is ""the systematic use of violence to create a general climate of fear in a population and thereby to bring about a particular political objective."
1577,0.25,0.5,0.6,"We believe that any terrorist act is a crime against humanity and against the will of God, because it deliberately intends to injure and kill innocent people."
1578,0.25,0.6,0.5,"Three years have now gone by since the September 11th attacks in 2001, and terrorism is a far greater threat to us now than it was then."
1579,0.35,0.65,0.65,NEUTRALIZING TERRORISM
1580,0.5,0.6,0.65,Our purpose here is to NEUTRALIZE TERRORISM by removing the motivation for it.
1581,0.44999999999999996,0.5,0.55,"Without motivation, terrorism will quickly die down, like a plant without water."
1582,0.44999999999999996,0.55,0.6,"We completely reject the idea that terrorism can be defeated by brute force, because brute force radicalizes the moderates, and they then join the terrorists."
1583,0.5,0.5,0.4,"Brute force has failed in Palestine, and it is failing in Iraq."
1584,0.44999999999999996,0.6,0.65,"We try to be even-handed in opposing all terrorism, although we recognize that the greatest terrorist threat in the world today comes from radical Muslims who falsely believe that Allah approves of their criminal behavior against Israel, The United States, Russia, India, the Philippines, Australia, and others whom they falsely believe to be ""waging war against Allah."
1585,0.30000000000000004,0.55,0.5,"And the second-greatest terrorist threat comes from several countries, mainly Israel, who sometimes resort to terrorism themselves, claiming ""self-defense,"" as they desperately try to prevent further attacks by radical Muslims."
1586,0.44999999999999996,0.5,0.5,"In all of these cases above, if the radical Muslims would cease their attacks, all terrorism on both sides of every dispute would quickly end."
1587,0.44999999999999996,0.55,0.55,The Anti-Terrorist - Undermining The Motivation For Terrorism
1588,0.5,0.55,0.55,"Beyond these two sources, there is virtually no terrorist activity in the world, with the possible exception of localized disputes such as in Northern Ireland and occasional domestic episodes in various places involving isolated disaffected groups."
1589,0.30000000000000004,0.5,0.4,"The number and severity of terrorist attacks worldwide has increased dramatically, as has the number of active terrorists."
1590,0.4,0.55,0.55,The moral and religious theories which support terrorism are quite faulty and erroneous.
1591,0.25,0.8,0.8,They need to be identified and attacked.
1592,0.44999999999999996,0.5,0.55,"If the terrorist loses faith in the righteousness of his acts, he is less likely to perform them."
1593,0.4,0.55,0.55,"EXAMPLE 1: ""Terrorists Offend Allah."""
1594,0.30000000000000004,0.55,0.5,"EXAMPLE 2: ""Terrorist Murderers Insult Allah, Bring Shame To Islam"""
1595,0.65,0.7,0.6,"EXAMPLE 3 (LATEST AND BEST! - Framed Below): ""Qur'an Forbids Terrorism"""
1596,0.44999999999999996,0.55,0.55,"In every case of terrorism, we will find some kind of legitimate underlying grievance."
1597,0.5,0.55,0.55,"If we eliminate the legitimate grievances, we have eliminated much of the motivation."
1598,0.44999999999999996,0.6,0.55,"Is this ""negotiating with terrorists"" or ""trying to appease the terrorists,"" as some Israeli/NeoCons would try to say?"
1599,0.55,0.35,0.44999999999999996,"It is simply recognizing the realities of human motivation, right or wrong."
1600,0.4,0.6,0.65,"To deny reality, as the Israeli/NeoCons do, is to invite disaster, as they have done."
1601,0.5,0.4,0.5,BIG PICTURE
1602,0.5,0.5,0.5,A big picture of our entire Anti-Terrorism strategy can be found at our website
1603,0.75,0.6,0.5,Blessings to you.
1604,0.5,0.5,0.44999999999999996,"Before 9/11, terrorism was confined to a small number of extremist individuals, loosely linked by radical Islam and hatred of Israel and its sole supporter, the USA."
