Deal ID,Companies,Company ID,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO (at time of deal),CEO PBId,Deal No.,Deal ID,Announced Date,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,Post Valuation Status,% Acquired,Raised to Date,VC Round,VC Round Up/Down/Flat,Price per Share,Series,Deal Type,Deal Type 2,Deal Type 3,Deal Class,Total Invested Equity,Add-on,Debts,Total New Debt,Debt Raised in Round,Contingent Payout,Deal Status,Business Status,Financing Status,Employees,# Investors,# New Investors,# Follow-on Investors,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company State/Province,Company Post Code,Company Country,Year Founded,Company Website
180750-07T,Lightship (Enterprise Systems),431225-20,"Developer of clinical research software designed to transform the clinical research landscape. The company's software improves the patient experience by serving as a central hub for study activities and helps patients to engage with doctors, coordinators and nurses at all phases of the study, enabling medical research organizations to eliminate the hurdles and inefficiencies of the traditional clinical trial model.",Healthcare,Healthcare Technology Systems,Enterprise Systems (Healthcare),"Business/Productivity Software, Enterprise Systems (Healthcare)*, Other Healthcare Technology Systems",HealthTech,"clinical research, clinical research coordination, clinical research platform, enterprise clinical research, integrated clinical research, research application",Venture Capital-Backed,Generating Revenue,Venture Capital,David MacMurchy,221670-10P,4,180750-07T,,24-Sep-2021,33.91,Actual,97.48,131.39,Actual,27.46 %,56.25,4th Round,,0.19,Series B1,Early Stage VC,Series B1,,Venture Capital,33.91,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,1,4,US Dollars (USD),"El Segundo, CA",Americas,North America,El Segundo,California,90245,United States,2018,www.lightship.com
178530-76T,One (Other Financial Services),277801-21,"Provider of banking services intended to unify banking experience and improve financial wellness. The company's services bridge financial gaps by providing instant approval and immediate access to funds, increased credit limit and no interest charged on funds repaid within the month it is borrowed, as well as automatic savings from spending and earning, enabling customers to optimize their income and reach their financial goals more easily.",Financial Services,Other Financial Services,Other Financial Services,"Financial Software, Other Financial Services*",FinTech,"banking services, banking services for individuals, financial services, financial services product, financial solutions, secure banking platform",Venture Capital-Backed,Generating Revenue,"Debt Financed, M&A, Venture Capital",Brian Hamilton,214237-36P,4,178530-76T,,18-Aug-2021,33.91,Actual,118.68,152.59,Actual,22.22 %,57.40,3rd Round,Up Round,5.96,Series B,Early Stage VC,Series B,,Venture Capital,33.91,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,3,3,US Dollars (USD),"Sacramento, CA",Americas,North America,Sacramento,California,95816,United States,2019,www.onefinance.com
177558-31T,Privoro,225955-63,"Provider of a privacy guard case intended to offer protection from location tracking and remote radio frequency hacking. The company's privacy guard case offers protection for e-mails, messages, music, photos, and applications within a user's phone from various sorts of cyberattacks, enabling its clients to receive protection from various sorts of cyber hacking for their phones.",Information Technology,Computer Hardware,Other Hardware,"Network Management Software, Other Commercial Products, Other Hardware*","Cybersecurity, Mobile, SaaS, TMT","cyber protection, hacking protection, mobile security hardware, mobile security system, phone casing, phone protection, phone security",Venture Capital-Backed,Generating Revenue,Venture Capital,Mike Fong,179977-51P,2,177558-31T,,01-Aug-2021,33.91,Estimated,71.88,105.78,Actual,72.42 %,33.91,2nd Round,,4.74,Series A,Later Stage VC,Series A,,Venture Capital,33.91,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,1,1,,US Dollars (USD),"Tempe, AZ",Americas,North America,Tempe,Arizona,85284,United States,2013,www.privoro.com
182325-52T,Zolve,460203-49,"Developer of a neo-banking platform designed to provide consumers access to financial products. The company's platform aims to create a financial world beyond borders that provide equitable access to global financial products on a single platform, enabling individuals to save money and invest it further, helping them be financially free to pursue their ambitions.",Information Technology,Software,Financial Software,"Financial Software*, Other Financial Services","Cryptocurrency/Blockchain, FinTech","cross-border banking, cryptocurrency, financial products, financial system, global financial products, neobanking platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Raghunandan Gangappa,41411-71P,2,182325-52T,,23-Sep-2021,33.91,Actual,144.10,178.01,Actual,19.04 %,46.30,2nd Round,Up Round,,Series A,Early Stage VC,Series A,,Venture Capital,33.91,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,100,5,3,2,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,,United States,2020,www.zolve.com
178635-79T,EyeQue,172785-61,"Developer of a personal vision tracker designed to elevate eye care. The company's tracker provides an affordable way to test vision and order prescription glasses via smartphone through cloud technology to offer results, returning spherical, cylindrical, and axis figures, enabling users to test their vision from the comfort of their own home.",Consumer Products and Services (B2C),Consumer Durables,Electronics (B2C),"Application Software, Electronics (B2C)*, Other Consumer Durables","E-Commerce, Mobile, TMT","diy eye exam, diy glass, eye product, eye tracker, smartphone vision, vision test application, vision tracking",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",Tibor Láczay,188238-34P,6,178635-79T,,19-Aug-2021,33.92,Estimated,,,,,47.80,2nd Round,,,Series C,Later Stage VC,Series C,,Venture Capital,33.92,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,,,,US Dollars (USD),"Newark, CA",Americas,North America,Newark,California,94560,United States,2015,www.eyeque.com
180195-04T,Sleeper,100930-78,"Developer of a sports platform designed for holding various fantasy leagues and connecting to other fans. The company's platform connects people across the country creating a community and friendship via various types of online leagues and games, thus enabling users to enjoy sporting events in a fun way.",Information Technology,Software,Entertainment Software,Entertainment Software*,"eSports, Gaming, Mobile","fantasy football app, fantasy sports, fantasy sports application, gaming software, messaging application, social enterprise",Venture Capital-Backed,Generating Revenue,Venture Capital,Nan Wang,111903-13P,6,180195-04T,01-Jun-2021,16-Sep-2021,33.92,Actual,305.31,339.23,Actual,10.00 %,58.22,4th Round,Up Round,8.63,Series C,Later Stage VC,Series C,,Venture Capital,33.92,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,6,4,2,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94104,United States,2014,www.sleeper.app
180019-63T,CreatorIQ,108596-53,"Developer of an enterprise marketing platform designed to manage and optimize influencer campaigns at scale. The company's platform finds the right talent for campaigns, manages creator relationships, and automatically monitors key metrics for every post in campaigns, enabling agencies, publishers, and brands to streamlines end-to-end workflow, ensure brand safety, and drive meaningful measurement.",Business Products and Services (B2B),Commercial Services,Media and Information Services (B2B),"Business/Productivity Software, Media and Information Services (B2B)*","AdTech, Marketing Tech, SaaS, TMT","branding advocacy, branding safety, build campaign, digital marketing portal, digital media tool, influencer campaign, influencer marketing platform, influencer marketing software, marketing campaign, marketing platform",Venture Capital-Backed,Generating Revenue,Venture Capital,Igor Vaks,35405-74P,4,180019-63T,,14-Sep-2021,33.93,Actual,144.19,164.96,Actual,12.59 %,69.34,4th Round,Up Round,3.28,Series C2,Later Stage VC,Series C2,,Venture Capital,20.77,No,"Other - €13,16M",13.16,13.16,,Completed,Generating Revenue,Venture Capital-Backed,,5,1,4,US Dollars (USD),"Culver City, CA",Americas,North America,Culver City,California,90230,United States,2013,www.creatoriq.com
179850-52T,Tempus Ex,438860-35,"Developer of real-time 3d tracking technology designed to create data models for live predictive analytics. The company's technology creates interactive AR experiences for fans that improve engagement with teams and players and these experiences can be personalized and easily integrate with social media, thereby enabling fans to real-time analysis of the event right in front of them.",Information Technology,Software,Multimedia and Design Software,"Application Software, Information Services (B2C), Multimedia and Design Software*",Big Data,"3d tracking technology, real time 3d tracking, sports analysis, sports data, sports platform, sports services, sports technology",Venture Capital-Backed,Generating Revenue,Venture Capital,Erik Schwartz,101599-57P,2,179850-52T,,08-Sep-2021,33.96,Estimated,169.82,203.78,Actual,16.67 %,53.68,2nd Round,Up Round,4.42,Series B,Early Stage VC,Series B,,Venture Capital,33.96,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,,5,2,3,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94107,United States,2019,www.tempus-ex.com
183578-32T,Hightouch,268099-39,"Developer of a data platform designed to sync customer data across sales and marketing tools. The company's platform can be easily integrated with favorite business applications, enabling businesses to build customer segments without SQL and explore data, create segments and orchestrate campaigns across downstream tools.",Information Technology,Software,Database Software,"Business/Productivity Software, Database Software*","Big Data, SaaS","customer data system, data synchronization, database software, slack analytics, slack data, slack messaging",Venture Capital-Backed,Generating Revenue,Venture Capital,Joshua Curl,248153-41P,3,183578-32T,,17-Nov-2021,34.03,Actual,355.36,389.39,Actual,8.74 %,44.39,2nd Round,Up Round,21.61,Series B,Early Stage VC,Series B,,Venture Capital,34.03,No,,,,,Completed,Generating Revenue,Venture Capital-Backed,40,10,6,4,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,California,94110,United States,2018,www.hightouch.io
182080-45T,Mosaic (Financial Software),438968-53,"Developer of a strategic finance platform intended to provide predictive reporting capabilities. The company's rapidly deployable software platform allows users to connect with data in seconds, automate financial forecasts, report in real-time, and collaborate seamlessly, thereby enabling clients to make better decisions and help drive the business forward.",Information Technology,Software,Financial Software,"Business/Productivity Software, Financial Software*, Other Financial Services","Artificial Intelligence & Machine Learning, FinTech, SaaS","business performance analysis, business performance metrics, financial planning advisory, financial planning software, financial planning solutions, financial planning tools",Venture Capital-Backed,Generating Revenue,Venture Capital,Bijan Moallemi,240454-54P,4,182080-45T,,26-Aug-2021,34.03,Actual,188.49,209.72,Actual,10.12 %,51.48,3rd Round,Up Round,6.10,Series B,Early Stage VC,Series B,,Venture Capital,21.23,No,,12.80,12.80,,Completed,Generating Revenue,Venture Capital-Backed,,2,2,,US Dollars (USD),"Encinitas, CA",Americas,North America,Encinitas,California,92024,United States,2019,www.mosaic.tech
